Filename, Result-Old, Proof-Old, Result-New, Proof-New
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_35_044_5129354.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_58_27_583_6017994.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_13_22_157_5473906.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_57_56_530_5132568.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_09_34_799_4995700.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_53_38_315_5821950.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_28_01_872_5840878.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_24_33_983_6850740.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_30_27_891_5207668.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_35_08_888_5788330.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_00_13_37_167_5425076.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_49_17_619_5025178.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_07_28_538_5339454.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_04_23_51_256_5253640.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_36_07_293_5326880.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_47_11_906_5641700.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_15_58_34_209_5050984.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_07_25_51_873_5154818.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_10_19_989_6391214.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_36_02_218_5315616.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_14_39_825_5282906.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_43_23_998_5033218.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_29_48_665_5253822.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_16_23_239_6614544.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_00_15_38_915_5472600.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_15_28_13_897_5143674.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_23_12_427_5083556.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_57_09_522_5918564.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_43_22_623_5536220.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_00_13_07_289_5389016.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_35_54_480_5311194.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_04_05_689_5159270.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_11_32_734_6464808.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_25_20_210_4992144.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_31_54_243_5718380.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_11_04_414_5426652.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_29_38_336_5665310.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_58_24_916_6010592.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_25_26_394_5013346.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_22_27_482_6773490.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_00_13_20_015_5398472.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_36_06_505_4999008.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_01_56_200_5114158.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_36_55_837_5034768.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_45_50_195_5597376.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_29_59_589_5112506.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_33_53_688_5741472.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_11_25_597_5191232.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_09_183_5085894.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_11_14_183_5193300.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_49_802_5166184.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_10_55_131_5042734.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_27_57_224_5830688.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_04_20_21_523_5084124.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_34_21_565_5230556.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_08_11_552_5106380.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_11_26_044_6445226.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_14_02_312_5263786.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_11_45_551_5070780.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_54_16_474_4988404.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_04_09_747_5165944.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_08_04_693_6328784.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_00_48_422_6512066.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_49_28_655_5053232.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_49_01_842_6210078.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_03_46_885_6204412.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_55_00_929_5856854.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_47_17_320_5652420.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_57_53_492_5126396.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_21_14_059_5673700.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_59_22_532_5033838.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_57_14_761_5922446.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_31_45_496_5739146.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_00_05_43_633_5188488.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_13_29_740_5029568.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_54_27_350_5015198.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_56_21_911_5311134.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_11_01_371_5421036.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_58_39_452_5385274.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_21_33_575_5020728.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_26_716_5116900.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_16_11_840_5152400.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_30_819_5121088.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_22_17_053_6766946.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_52_12_787_5178586.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_39_21_054_5981684.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_39_57_982_5451938.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_56_51_712_6416894.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_36_43_659_5869120.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_32_36_315_5193120.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_15_57_46_802_5030840.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_54_29_013_5019418.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_29_20_424_5551402.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_12_43_627_4993616.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_50_01_364_5101280.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_31_32_094_5725034.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_35_54_740_4987954.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_03_11_268_6188140.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_06_14_760_5033300.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_12_52_706_6507850.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_23_21_499_5092252.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_12_11_736_5104384.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_45_343_5153884.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_10_34_284_5330110.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_45_36_205_5784400.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_04_20_34_414_5108526.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_48_09_433_5700602.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_39_14_402_5973456.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_27_58_235_5834282.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_28_40_480_5523346.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_42_35_220_5658208.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_02_44_158_6602534.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_13_27_876_5483628.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_23_007_5108604.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_42_37_825_4983180.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_39_51_805_5997486.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_43_41_722_5067318.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_43_18_577_6074676.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_03_43_151_6199968.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_58_03_878_5145454.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_09_46_447_6375804.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_25_27_573_5017520.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_28_50_721_5155214.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_07_31_49_120_5342840.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_24_32_805_5549106.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_58_06_845_5151832.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_05_00_207_5289466.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_45_06_378_5580158.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_42_06_009_5504008.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_14_03_361_5267194.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_10_10_979_5014324.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_18_255_5095666.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_28_30_721_6937160.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_34_13_407_5222098.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_00_10_11_428_5308600.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_07_26_09_705_5187102.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_10_17_852_5158646.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_35_07_477_7170632.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_42_47_774_5008952.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_18_50_454_5188016.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_24_03_674_6818848.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_01_51_761_6540954.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_09_24_970_5297062.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_07_48_186_6313544.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_48_03_747_6183096.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_43_20_308_5697944.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_38_37_319_5397586.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_24_06_804_6826750.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_09_35_215_4995856.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_06_59_970_5075184.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_30_08_830_5289440.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_23_13_911_5087870.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_08_06_480_5361420.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_11_27_350_6449122.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_02_41_672_6595148.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_58_35_536_6036146.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_48_07_849_5665518.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_20_35_854_5653106.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_42_38_950_4987570.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_43_25_454_5037342.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_12_58_930_5004836.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_47_25_139_5670700.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_20_37_357_5656914.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_41_35_310_7347664.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_15_57_49_132_5037128.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_46_28_755_5210752.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_49_07_804_4998658.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_24_16_351_5121032.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_40_35_426_5447264.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_10_41_725_5413652.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_13_33_812_5409664.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_33_52_927_5271918.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_27_48_639_5128328.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_18_19_093_5374788.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_56_57_767_5106506.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_25_28_618_5022278.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_19_14_14_639_5066454.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_00_13_35_938_5421282.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_05_02_627_4991300.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_08_03_508_5354932.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_07_34_31_694_5434862.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_09_13_24_004_5130246.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_07_26_08_559_5183170.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_01_29_52_990_5110904.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_57_43_234_5978222.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_08_39_20_262_5977536.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_29_02_292_5246602.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_19_14_814_6683974.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_43_05_264_5676278.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_05_15_24_334_5291208.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_06_44_24_747_5112802.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_57_18_105_5932740.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_27_57_225_5215232.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_07_00_040_5231546.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_21_46_435_5037126.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_24_04_26_12_481_5336528.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_23_18_13_412_5365140.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_07_30_972_5343130.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_18_31_06_963_5320700.smt_in,unsat,Success,unsat,Success
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_07_23_759_5336212.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_22_32_26_086_7063022.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_36_09_970_5334522.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_17_24_58_877_5774160.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_57_22_856_5941206.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_16_13_56_102_5429940.smt_in,unknown,Failure,unknown,Failure
./isabelle-mirabelle/HOL-Library/smt_cvc4/x2020_07_23_21_57_35_762_5963612.smt_in,unknown,Failure,unknown,Failure
